timestamp,temperature,humidity,soil_moisture,rainfall
2024-01-01 00:00:00,32.483570765056164,45.921924421226095,28.288779626503686,0
2024-01-01 01:00:00,29.308678494144075,56.39614989220498,35.53603749393315,0
2024-01-01 02:00:00,33.23844269050346,60.863944665783556,30.869097246386325,0
2024-01-01 03:00:00,37.61514928204013,83.8768765734019,36.78006271888293,0
2024-01-01 04:00:00,28.829233126383322,70.56553124533758,41.78774533933217,1
2024-01-01 05:00:00,28.8293152152541,51.64518430900109,57.557317294970765,0
2024-01-01 06:00:00,37.896064077536955,69.86036289417638,40.18261441941446,0
2024-01-01 07:00:00,33.837173645764544,49.52696011061634,21.21561439845611,1
2024-01-01 08:00:00,27.65262807032524,75.82691053887073,62.10101769742741,0
2024-01-01 09:00:00,32.712800217929825,60.28875348182122,32.443647995774406,0
2024-01-01 10:00:00,27.682911535937688,64.06363811260829,44.119193593430566,1
2024-01-01 11:00:00,27.671351232148716,78.2579664754219,51.69804760411067,1
2024-01-01 12:00:00,31.20981135783017,52.1283643141575,47.99415627604174,0
2024-01-01 13:00:00,20.43359877671101,51.02881814887009,61.412693212822134,0
2024-01-01 14:00:00,21.375410837434835,59.16400673653995,52.185047150891386,0
2024-01-01 15:00:00,27.188562353795135,75.38378851019317,32.08035630454338,0
2024-01-01 16:00:00,24.93584439832788,49.806539245231576,77.67843260987493,1
2024-01-01 17:00:00,31.571236662976368,36.67844401889431,47.915001950073496,0
2024-01-01 18:00:00,25.459879622393945,60.488411415910015,42.78989660067741,0
2024-01-01 19:00:00,22.938481493323543,70.51740799910921,59.45888134583356,0
2024-01-01 20:00:00,37.32824384460777,77.00261749738829,48.74176418895108,0
2024-01-01 21:00:00,28.871118497567323,60.36838637914601,50.98842289408991,0
2024-01-01 22:00:00,30.33764102343962,60.885733928839976,82.3827599790103,0
2024-01-01 23:00:00,22.87625906893272,76.53900734255747,40.8731785761743,0
2024-01-02 00:00:00,27.278086377374088,46.3025830030458,40.23358658973906,0
